dataset,modo,threads,schedule,chunk,block,rep,iters,sse_final,time_ms,median_ms,h2d_ms,kernel_ms,d2h_ms,total_ms
p,cuda,NA,NA,NA,128,5,3,3307.377030,NA,NA,0.092,0.105,0.310,149.2
p,cuda,NA,NA,NA,128,0,NA,NA,NA,151.1,NA,NA,NA,151.1
p,cuda,NA,NA,NA,256,1,3,3307.377030,NA,NA,0.161,0.380,0.541,159.9
p,cuda,NA,NA,NA,256,2,3,3307.377030,NA,NA,0.100,0.122,0.359,148.2
p,cuda,NA,NA,NA,256,3,3,3307.377030,NA,NA,0.146,0.136,0.334,160.4
p,cuda,NA,NA,NA,256,4,3,3307.377030,NA,NA,0.187,0.411,0.599,149.2
p,cuda,NA,NA,NA,256,5,3,3307.377030,NA,NA,0.088,0.089,0.331,151.2
p,cuda,NA,NA,NA,256,0,NA,NA,NA,151.2,NA,NA,NA,151.2
p,cuda,NA,NA,NA,512,1,3,3307.377030,NA,NA,0.076,0.130,0.369,151.9
p,cuda,NA,NA,NA,512,2,3,3307.377030,NA,NA,0.120,0.292,0.361,155.6
p,cuda,NA,NA,NA,512,3,3,3307.377030,NA,NA,0.141,0.301,0.357,155.8
p,cuda,NA,NA,NA,512,4,3,3307.377030,NA,NA,0.115,0.119,0.347,154.8
p,cuda,NA,NA,NA,512,5,3,3307.377030,NA,NA,0.105,0.131,0.342,159.4
p,cuda,NA,NA,NA,512,0,NA,NA,NA,155.6,NA,NA,NA,155.6
m,cuda,NA,NA,NA,128,1,3,33447.299806,NA,NA,0.347,0.414,0.961,174.4
m,cuda,NA,NA,NA,128,2,3,33447.299806,NA,NA,0.181,0.226,0.582,160.3
m,cuda,NA,NA,NA,128,3,3,33447.299806,NA,NA,0.430,0.258,0.946,159.6
m,cuda,NA,NA,NA,128,4,3,33447.299806,NA,NA,0.182,0.222,0.617,153.3
m,cuda,NA,NA,NA,128,5,3,33447.299806,NA,NA,0.166,0.207,0.698,157.1
m,cuda,NA,NA,NA,128,0,NA,NA,NA,159.6,NA,NA,NA,159.6
m,cuda,NA,NA,NA,256,1,3,33447.299806,NA,NA,0.170,0.193,0.584,155.6
m,cuda,NA,NA,NA,256,2,3,33447.299806,NA,NA,0.166,0.214,0.604,157.7
m,cuda,NA,NA,NA,256,3,3,33447.299806,NA,NA,0.165,0.215,0.610,162.7
m,cuda,NA,NA,NA,256,4,3,33447.299806,NA,NA,0.266,0.193,0.788,172.4
m,cuda,NA,NA,NA,256,5,3,33447.299806,NA,NA,0.269,0.346,1.013,165.2
m,cuda,NA,NA,NA,256,0,NA,NA,NA,162.7,NA,NA,NA,162.7
m,cuda,NA,NA,NA,512,1,3,33447.299806,NA,NA,0.278,0.401,0.869,168.0
m,cuda,NA,NA,NA,512,2,3,33447.299806,NA,NA,0.257,0.392,0.835,153.2
m,cuda,NA,NA,NA,512,3,3,33447.299806,NA,NA,0.182,0.252,0.591,171.9
m,cuda,NA,NA,NA,512,4,3,33447.299806,NA,NA,0.346,0.240,1.601,160.1
m,cuda,NA,NA,NA,512,5,3,33447.299806,NA,NA,0.166,0.234,0.585,152.7
m,cuda,NA,NA,NA,512,0,NA,NA,NA,160.1,NA,NA,NA,160.1
g,cuda,NA,NA,NA,128,1,3,333373.975493,NA,NA,1.139,2.400,2.926,172.8
g,cuda,NA,NA,NA,128,2,3,333373.975493,NA,NA,0.884,2.395,2.892,177.5
g,cuda,NA,NA,NA,128,3,3,333373.975493,NA,NA,0.827,2.390,2.907,186.5
g,cuda,NA,NA,NA,128,4,3,333373.975493,NA,NA,0.854,2.424,2.867,169.4
g,cuda,NA,NA,NA,128,5,3,333373.975493,NA,NA,1.117,2.444,2.951,168.9
g,cuda,NA,NA,NA,128,0,NA,NA,NA,172.8,NA,NA,NA,172.8
g,cuda,NA,NA,NA,256,1,3,333373.975493,NA,NA,0.847,2.431,2.920,173.5
g,cuda,NA,NA,NA,256,2,3,333373.975493,NA,NA,0.932,2.432,2.760,176.5
g,cuda,NA,NA,NA,256,3,3,333373.975493,NA,NA,0.899,2.468,2.760,176.5
g,cuda,NA,NA,NA,256,4,3,333373.975493,NA,NA,0.848,2.448,2.805,153.8
g,cuda,NA,NA,NA,256,5,3,333373.975493,NA,NA,0.876,2.473,2.801,170.0
g,cuda,NA,NA,NA,256,0,NA,NA,NA,173.5,NA,NA,NA,173.5
g,cuda,NA,NA,NA,512,1,3,333373.975493,NA,NA,0.831,2.525,2.968,180.1
g,cuda,NA,NA,NA,512,2,3,333373.975493,NA,NA,1.047,2.616,3.509,184.7
g,cuda,NA,NA,NA,512,3,3,333373.975493,NA,NA,0.946,2.536,3.875,164.3
g,cuda,NA,NA,NA,512,4,3,333373.975493,NA,NA,1.178,2.634,3.302,179.3
g,cuda,NA,NA,NA,512,5,3,333373.975493,NA,NA,1.006,2.535,3.544,178.0
g,cuda,NA,NA,NA,512,0,NA,NA,NA,179.3,NA,NA,NA,179.3
p,mpi,1,NA,NA,NA,1,3,3307.377030,0.168,NA,0.001,0.167,NA,0.168
p,mpi,1,NA,NA,NA,2,3,3307.377030,0.172,NA,0.001,0.171,NA,0.172
p,mpi,1,NA,NA,NA,3,3,3307.377030,0.180,NA,0.001,0.179,NA,0.180
p,mpi,1,NA,NA,NA,4,3,3307.377030,0.168,NA,0.001,0.167,NA,0.168
p,mpi,1,NA,NA,NA,5,3,3307.377030,0.155,NA,0.001,0.154,NA,0.155
p,mpi,1,NA,NA,NA,0,NA,NA,NA,0.168,0.001,0.167,NA,0.168
p,mpi,2,NA,NA,NA,1,3,3307.377030,0.230,NA,0.019,0.211,NA,0.230
p,mpi,2,NA,NA,NA,2,3,3307.377030,0.218,NA,0.017,0.201,NA,0.218
p,mpi,2,NA,NA,NA,3,3,3307.377030,0.281,NA,0.020,0.261,NA,0.281
p,mpi,2,NA,NA,NA,4,3,3307.377030,0.263,NA,0.016,0.247,NA,0.263
p,mpi,2,NA,NA,NA,5,3,3307.377030,0.227,NA,0.023,0.204,NA,0.227
p,mpi,2,NA,NA,NA,0,NA,NA,NA,0.230,0.019,0.211,NA,0.230
p,mpi,4,NA,NA,NA,1,3,3307.377030,0.300,NA,0.022,0.278,NA,0.300
p,mpi,4,NA,NA,NA,2,3,3307.377030,0.299,NA,0.026,0.273,NA,0.299
p,mpi,4,NA,NA,NA,3,3,3307.377030,0.231,NA,0.022,0.209,NA,0.231
p,mpi,4,NA,NA,NA,4,3,3307.377030,0.190,NA,0.023,0.167,NA,0.190
p,mpi,4,NA,NA,NA,5,3,3307.377030,0.185,NA,0.019,0.166,NA,0.185
p,mpi,4,NA,NA,NA,0,NA,NA,NA,0.231,0.022,0.209,NA,0.231
p,mpi,8,NA,NA,NA,1,3,3307.377030,0.436,NA,0.037,0.399,NA,0.436
p,mpi,8,NA,NA,NA,2,3,3307.377030,0.379,NA,0.027,0.352,NA,0.379
p,mpi,8,NA,NA,NA,3,3,3307.377030,0.381,NA,0.031,0.350,NA,0.381
p,mpi,8,NA,NA,NA,4,3,3307.377030,0.446,NA,0.033,0.413,NA,0.446
p,mpi,8,NA,NA,NA,5,3,3307.377030,0.438,NA,0.032,0.406,NA,0.438
p,mpi,8,NA,NA,NA,0,NA,NA,NA,0.436,0.032,0.404,NA,0.436
m,mpi,1,NA,NA,NA,1,3,33447.299806,2.159,NA,0.001,2.158,NA,2.159
m,mpi,1,NA,NA,NA,2,3,33447.299806,2.268,NA,0.001,2.267,NA,2.268
m,mpi,1,NA,NA,NA,3,3,33447.299806,2.288,NA,0.001,2.287,NA,2.288
m,mpi,1,NA,NA,NA,4,3,33447.299806,2.235,NA,0.001,2.234,NA,2.235
m,mpi,1,NA,NA,NA,5,3,33447.299806,2.214,NA,0.001,2.213,NA,2.214
m,mpi,1,NA,NA,NA,0,NA,NA,NA,2.235,0.001,2.234,NA,2.235
m,mpi,2,NA,NA,NA,1,3,33447.299806,1.480,NA,0.014,1.466,NA,1.480
m,mpi,2,NA,NA,NA,2,3,33447.299806,1.519,NA,0.018,1.501,NA,1.519
m,mpi,2,NA,NA,NA,3,3,33447.299806,2.032,NA,0.026,2.006,NA,2.032
m,mpi,2,NA,NA,NA,4,3,33447.299806,1.556,NA,0.019,1.537,NA,1.556
m,mpi,2,NA,NA,NA,5,3,33447.299806,1.728,NA,0.019,1.709,NA,1.728
m,mpi,2,NA,NA,NA,0,NA,NA,NA,1.556,0.019,1.537,NA,1.556
m,mpi,4,NA,NA,NA,1,3,33447.299806,2.024,NA,0.060,1.964,NA,2.024
m,mpi,4,NA,NA,NA,2,3,33447.299806,1.604,NA,0.033,1.571,NA,1.604
m,mpi,4,NA,NA,NA,3,3,33447.299806,1.933,NA,0.080,1.853,NA,1.933
m,mpi,4,NA,NA,NA,4,3,33447.299806,1.726,NA,0.027,1.699,NA,1.726
m,mpi,4,NA,NA,NA,5,3,33447.299806,1.821,NA,0.025,1.796,NA,1.821
m,mpi,4,NA,NA,NA,0,NA,NA,NA,1.821,0.033,1.788,NA,1.821
m,mpi,8,NA,NA,NA,1,3,33447.299806,1.915,NA,0.044,1.871,NA,1.915
m,mpi,8,NA,NA,NA,2,3,33447.299806,1.960,NA,0.040,1.920,NA,1.960
m,mpi,8,NA,NA,NA,3,3,33447.299806,2.560,NA,0.038,2.522,NA,2.560
m,mpi,8,NA,NA,NA,4,3,33447.299806,2.042,NA,0.032,2.010,NA,2.042
m,mpi,8,NA,NA,NA,5,3,33447.299806,1.959,NA,0.036,1.923,NA,1.959
m,mpi,8,NA,NA,NA,0,NA,NA,NA,1.960,0.038,1.922,NA,1.960
g,mpi,1,NA,NA,NA,1,3,333373.975493,39.263,NA,0.002,39.261,NA,39.263
g,mpi,1,NA,NA,NA,2,3,333373.975493,37.598,NA,0.002,37.596,NA,37.598
g,mpi,1,NA,NA,NA,3,3,333373.975493,38.166,NA,0.002,38.164,NA,38.166
g,mpi,1,NA,NA,NA,4,3,333373.975493,39.668,NA,0.002,39.666,NA,39.668
g,mpi,1,NA,NA,NA,5,3,333373.975493,36.946,NA,0.002,36.944,NA,36.946
g,mpi,1,NA,NA,NA,0,NA,NA,NA,38.166,0.002,38.164,NA,38.166
g,mpi,2,NA,NA,NA,1,3,333373.975493,26.626,NA,0.053,26.573,NA,26.626
g,mpi,2,NA,NA,NA,2,3,333373.975493,22.126,NA,0.037,22.089,NA,22.126
g,mpi,2,NA,NA,NA,3,3,333373.975493,24.693,NA,0.050,24.643,NA,24.693
g,mpi,2,NA,NA,NA,4,3,333373.975493,22.559,NA,0.033,22.526,NA,22.559
g,mpi,2,NA,NA,NA,5,3,333373.975493,24.596,NA,0.036,24.560,NA,24.596
g,mpi,2,NA,NA,NA,0,NA,NA,NA,24.596,0.037,24.559,NA,24.596
g,mpi,4,NA,NA,NA,1,3,333373.975493,23.348,NA,0.039,23.309,NA,23.348
g,mpi,4,NA,NA,NA,2,3,333373.975493,18.206,NA,0.057,18.149,NA,18.206
g,mpi,4,NA,NA,NA,3,3,333373.975493,18.503,NA,0.047,18.456,NA,18.503
g,mpi,4,NA,NA,NA,4,3,333373.975493,23.021,NA,0.066,22.955,NA,23.021
g,mpi,4,NA,NA,NA,5,3,333373.975493,20.632,NA,0.051,20.581,NA,20.632
g,mpi,4,NA,NA,NA,0,NA,NA,NA,20.632,0.051,20.581,NA,20.632
g,mpi,8,NA,NA,NA,1,3,333373.975493,19.172,NA,0.077,19.095,NA,19.172
g,mpi,8,NA,NA,NA,2,3,333373.975493,20.172,NA,0.042,20.130,NA,20.172
g,mpi,8,NA,NA,NA,3,3,333373.975493,16.402,NA,0.058,16.344,NA,16.402
g,mpi,8,NA,NA,NA,4,3,333373.975493,20.018,NA,0.053,19.965,NA,20.018
g,mpi,8,NA,NA,NA,5,3,333373.975493,21.803,NA,0.076,21.727,NA,21.803
g,mpi,8,NA,NA,NA,0,NA,NA,NA,20.018,0.058,19.960,NA,20.018
